run_id,method,avg_prefix_depth,std_prefix_depth,recon_mse,runtime_sec,token_ratio,eos_rate,halting_accuracy,success_rate,status,failure_reason,notes,selected_k_distribution
run_0,fixed_k_1,nan,nan,nan,nan,nan,nan,,nan,skipped,Skipping LIBERO smoke evaluation because required dependencies are unavailable: libero: ModuleNotFoundError: No module named 'libero'; robosuite: ModuleNotFoundError: No module named 'robosuite',Skipping LIBERO smoke evaluation because required dependencies are unavailable: libero: ModuleNotFoundError: No module named 'libero'; robosuite: ModuleNotFoundError: No module named 'robosuite',"{""1"": 0.0, ""2"": 0.0, ""4"": 0.0, ""8"": 0.0}"
run_0,fixed_k_2,nan,nan,nan,nan,nan,nan,,nan,skipped,Skipping LIBERO smoke evaluation because required dependencies are unavailable: libero: ModuleNotFoundError: No module named 'libero'; robosuite: ModuleNotFoundError: No module named 'robosuite',Skipping LIBERO smoke evaluation because required dependencies are unavailable: libero: ModuleNotFoundError: No module named 'libero'; robosuite: ModuleNotFoundError: No module named 'robosuite',"{""1"": 0.0, ""2"": 0.0, ""4"": 0.0, ""8"": 0.0}"
run_0,fixed_k_4,nan,nan,nan,nan,nan,nan,,nan,skipped,Skipping LIBERO smoke evaluation because required dependencies are unavailable: libero: ModuleNotFoundError: No module named 'libero'; robosuite: ModuleNotFoundError: No module named 'robosuite',Skipping LIBERO smoke evaluation because required dependencies are unavailable: libero: ModuleNotFoundError: No module named 'libero'; robosuite: ModuleNotFoundError: No module named 'robosuite',"{""1"": 0.0, ""2"": 0.0, ""4"": 0.0, ""8"": 0.0}"
run_0,fixed_k_8,nan,nan,nan,nan,nan,nan,,nan,skipped,Skipping LIBERO smoke evaluation because required dependencies are unavailable: libero: ModuleNotFoundError: No module named 'libero'; robosuite: ModuleNotFoundError: No module named 'robosuite',Skipping LIBERO smoke evaluation because required dependencies are unavailable: libero: ModuleNotFoundError: No module named 'libero'; robosuite: ModuleNotFoundError: No module named 'robosuite',"{""1"": 0.0, ""2"": 0.0, ""4"": 0.0, ""8"": 0.0}"
run_0,adaptive_halting,nan,nan,nan,nan,nan,nan,,nan,skipped,Skipping LIBERO smoke evaluation because required dependencies are unavailable: libero: ModuleNotFoundError: No module named 'libero'; robosuite: ModuleNotFoundError: No module named 'robosuite',Skipping LIBERO smoke evaluation because required dependencies are unavailable: libero: ModuleNotFoundError: No module named 'libero'; robosuite: ModuleNotFoundError: No module named 'robosuite',"{""1"": 0.0, ""2"": 0.0, ""4"": 0.0, ""8"": 0.0}"
