run_id,method,avg_prefix_depth,std_prefix_depth,recon_mse,runtime_sec,token_ratio,eos_rate,halting_accuracy,success_rate,status,failure_reason,notes,selected_k_distribution
run_0,fixed_k_1,1.0,0.0,0.03087015636265278,0.00012630200944840908,0.125,0.0,0.0,,ok,,,"{""1"": 1.0, ""2"": 0.0, ""4"": 0.0, ""8"": 0.0}"
run_0,fixed_k_2,2.0,0.0,0.01004708744585514,9.392690844833851e-05,0.25,0.0,0.33043478260869563,,ok,,,"{""1"": 0.0, ""2"": 1.0, ""4"": 0.0, ""8"": 0.0}"
run_0,fixed_k_4,4.0,0.0,0.00449840584769845,0.0001245969906449318,0.5,0.0,0.06086956521739131,,ok,,,"{""1"": 0.0, ""2"": 0.0, ""4"": 1.0, ""8"": 0.0}"
run_0,fixed_k_8,8.0,0.0,0.0019222988048568368,0.00010123790707439184,1.0,0.0,0.6086956521739131,,ok,,,"{""1"": 0.0, ""2"": 0.0, ""4"": 0.0, ""8"": 1.0}"
run_0,adaptive_halting,5.860869565217391,2.873830821687738,0.0021338858641684055,7.080403156578541e-05,0.7326086956521739,1.0,0.9391304347826087,,ok,,,"{""1"": 0.0, ""2"": 0.3565217391304348, ""4"": 0.0, ""8"": 0.6434782608695652}"
run_1,fixed_k_1,1.0,0.0,0.03193268924951553,0.00010514899622648954,0.125,0.0,0.0,,ok,,,"{""1"": 1.0, ""2"": 0.0, ""4"": 0.0, ""8"": 0.0}"
run_1,fixed_k_2,2.0,0.0,0.009399199858307838,8.941895794123411e-05,0.25,0.0,0.3739130434782609,,ok,,,"{""1"": 0.0, ""2"": 1.0, ""4"": 0.0, ""8"": 0.0}"
run_1,fixed_k_4,4.0,0.0,0.004284646362066269,8.709600660949945e-05,0.5,0.0,0.07391304347826087,,ok,,,"{""1"": 0.0, ""2"": 0.0, ""4"": 1.0, ""8"": 0.0}"
run_1,fixed_k_8,8.0,0.0,0.00185824662912637,8.623010944575071e-05,1.0,0.0,0.5521739130434783,,ok,,,"{""1"": 0.0, ""2"": 0.0, ""4"": 0.0, ""8"": 1.0}"
run_1,adaptive_halting,5.469565217391304,2.963023541353706,0.0021376467775553465,6.475602276623249e-05,0.683695652173913,1.0,0.9260869565217391,,ok,,,"{""1"": 0.0, ""2"": 0.4217391304347826, ""4"": 0.0, ""8"": 0.5782608695652174}"
run_2,fixed_k_1,1.0,0.0,0.031427349895238876,0.00010778394062072039,0.125,0.0,0.0,,ok,,,"{""1"": 1.0, ""2"": 0.0, ""4"": 0.0, ""8"": 0.0}"
run_2,fixed_k_2,2.0,0.0,0.009928920306265354,9.072001557797194e-05,0.25,0.0,0.3695652173913043,,ok,,,"{""1"": 0.0, ""2"": 1.0, ""4"": 0.0, ""8"": 0.0}"
run_2,fixed_k_4,4.0,0.0,0.0046240887604653835,8.771906141191721e-05,0.5,0.0,0.04782608695652174,,ok,,,"{""1"": 0.0, ""2"": 0.0, ""4"": 1.0, ""8"": 0.0}"
run_2,fixed_k_8,8.0,0.0,0.0020661838352680206,8.58890125527978e-05,1.0,0.0,0.5826086956521739,,ok,,,"{""1"": 0.0, ""2"": 0.0, ""4"": 0.0, ""8"": 1.0}"
run_2,adaptive_halting,5.678260869565217,2.9223213705574267,0.0022985676769167185,6.011896766722202e-05,0.7097826086956521,1.0,0.9478260869565217,,ok,,,"{""1"": 0.0, ""2"": 0.3869565217391304, ""4"": 0.0, ""8"": 0.6130434782608696}"
run_3,fixed_k_1,1.0,0.0,0.031012162566184998,0.0004087910056114197,0.125,0.0,0.0,,ok,,,"{""1"": 1.0, ""2"": 0.0, ""4"": 0.0, ""8"": 0.0}"
run_3,fixed_k_2,2.0,0.0,0.010161283425986767,0.0001523990649729967,0.25,0.0,0.3869565217391304,,ok,,,"{""1"": 0.0, ""2"": 1.0, ""4"": 0.0, ""8"": 0.0}"
run_3,fixed_k_4,4.0,0.0,0.004485722165554762,0.00018056400585919619,0.5,0.0,0.05217391304347826,,ok,,,"{""1"": 0.0, ""2"": 0.0, ""4"": 1.0, ""8"": 0.0}"
run_3,fixed_k_8,8.0,0.0,0.0019236452644690871,8.954503573477268e-05,1.0,0.0,0.5608695652173913,,ok,,,"{""1"": 0.0, ""2"": 0.0, ""4"": 0.0, ""8"": 1.0}"
run_3,adaptive_halting,5.530434782608696,2.9290798054365568,0.0021672826260328293,5.9808953665196896e-05,0.691304347826087,1.0,0.9565217391304348,,ok,,,"{""1"": 0.0, ""2"": 0.4, ""4"": 0.017391304347826087, ""8"": 0.5826086956521739}"
run_4,fixed_k_1,1.0,0.0,0.03093179687857628,0.00010447402019053698,0.125,0.0,0.0,,ok,,,"{""1"": 1.0, ""2"": 0.0, ""4"": 0.0, ""8"": 0.0}"
run_4,fixed_k_2,2.0,0.0,0.00986942183226347,8.833699394017458e-05,0.25,0.0,0.3521739130434783,,ok,,,"{""1"": 0.0, ""2"": 1.0, ""4"": 0.0, ""8"": 0.0}"
run_4,fixed_k_4,4.0,0.0,0.004430469125509262,0.00012445403262972832,0.5,0.0,0.04782608695652174,,ok,,,"{""1"": 0.0, ""2"": 0.0, ""4"": 1.0, ""8"": 0.0}"
run_4,fixed_k_8,8.0,0.0,0.0018437979742884636,8.959404658526182e-05,1.0,0.0,0.6,,ok,,,"{""1"": 0.0, ""2"": 0.0, ""4"": 0.0, ""8"": 1.0}"
run_4,adaptive_halting,5.756521739130434,2.885017683158304,0.0020678944420069456,6.0225953347980976e-05,0.7195652173913043,1.0,0.9652173913043478,,ok,,,"{""1"": 0.0, ""2"": 0.3652173913043478, ""4"": 0.013043478260869565, ""8"": 0.6217391304347826}"
run_5,fixed_k_1,1.0,0.0,0.029548687860369682,0.00010638299863785505,0.125,0.0,0.0,,ok,,,"{""1"": 1.0, ""2"": 0.0, ""4"": 0.0, ""8"": 0.0}"
run_5,fixed_k_2,2.0,0.0,0.008845696225762367,9.057496208697557e-05,0.25,0.0,0.34347826086956523,,ok,,,"{""1"": 0.0, ""2"": 1.0, ""4"": 0.0, ""8"": 0.0}"
run_5,fixed_k_4,4.0,0.0,0.004320118110626936,8.606899064034224e-05,0.5,0.0,0.07391304347826087,,ok,,,"{""1"": 0.0, ""2"": 0.0, ""4"": 1.0, ""8"": 0.0}"
run_5,fixed_k_8,8.0,0.0,0.001935161417350173,8.591997902840376e-05,1.0,0.0,0.5826086956521739,,ok,,,"{""1"": 0.0, ""2"": 0.0, ""4"": 0.0, ""8"": 1.0}"
run_5,adaptive_halting,5.773913043478261,2.886432639737659,0.002152558881789446,5.978299304842949e-05,0.7217391304347827,1.0,0.9347826086956522,,ok,,,"{""1"": 0.0, ""2"": 0.3652173913043478, ""4"": 0.008695652173913044, ""8"": 0.6260869565217392}"
run_6,fixed_k_1,1.0,0.0,0.03070216439664364,0.00010724703315645456,0.125,0.0,0.0,,ok,,,"{""1"": 1.0, ""2"": 0.0, ""4"": 0.0, ""8"": 0.0}"
run_6,fixed_k_2,2.0,0.0,0.008443215861916542,8.999102283269167e-05,0.25,0.0,0.3739130434782609,,ok,,,"{""1"": 0.0, ""2"": 1.0, ""4"": 0.0, ""8"": 0.0}"
run_6,fixed_k_4,4.0,0.0,0.0038719961885362864,8.982198778539896e-05,0.5,0.0,0.0782608695652174,,ok,,,"{""1"": 0.0, ""2"": 0.0, ""4"": 1.0, ""8"": 0.0}"
run_6,fixed_k_8,8.0,0.0,0.0017384482780471444,8.515804074704647e-05,1.0,0.0,0.5478260869565217,,ok,,,"{""1"": 0.0, ""2"": 0.0, ""4"": 0.0, ""8"": 1.0}"
run_6,adaptive_halting,5.539130434782609,2.9393491042915967,0.0020072301849722862,6.0336082242429256e-05,0.6923913043478261,1.0,0.9217391304347826,,ok,,,"{""1"": 0.0, ""2"": 0.4043478260869565, ""4"": 0.008695652173913044, ""8"": 0.5869565217391305}"
run_7,fixed_k_1,1.0,0.0,0.030712172389030457,0.00011105707380920649,0.125,0.0,0.0,,ok,,,"{""1"": 1.0, ""2"": 0.0, ""4"": 0.0, ""8"": 0.0}"
run_7,fixed_k_2,2.0,0.0,0.010027051903307438,9.1213034465909e-05,0.25,0.0,0.3565217391304348,,ok,,,"{""1"": 0.0, ""2"": 1.0, ""4"": 0.0, ""8"": 0.0}"
run_7,fixed_k_4,4.0,0.0,0.0044238874688744545,8.638598956167698e-05,0.5,0.0,0.04782608695652174,,ok,,,"{""1"": 0.0, ""2"": 0.0, ""4"": 1.0, ""8"": 0.0}"
run_7,fixed_k_8,8.0,0.0,0.0018116189166903496,8.498493116348982e-05,1.0,0.0,0.5956521739130435,,ok,,,"{""1"": 0.0, ""2"": 0.0, ""4"": 0.0, ""8"": 1.0}"
run_7,adaptive_halting,5.756521739130434,2.903045789894308,0.0020253651309758425,7.712107617408037e-05,0.7195652173913043,1.0,0.9521739130434783,,ok,,,"{""1"": 0.0, ""2"": 0.3739130434782609, ""4"": 0.0, ""8"": 0.6260869565217392}"
